   2.0545958e+01   3.5569519e+01   1.2133061e+02   2.3154557e+01   1.4767143e+01   2.3785714e+00   3.5498100e+00   7.0828021e+00   1.0720255e+01   1.4132048e+01   1.7791194e+01   2.1389720e+01   2.4558685e+01   2.8197143e+01   3.1637715e+01   3.5498100e+01   3.8922892e+01
   1.9148370e+01   4.1922517e+01   1.2131708e+02   2.3211925e+01   1.2640000e+01   2.1950000e+00   1.9979351e+00   3.9864047e+00   6.0336676e+00   7.9539230e+00   1.0013396e+01   1.2038750e+01   1.3822334e+01   1.5870163e+01   1.7806616e+01   1.9979351e+01   2.1906923e+01
   2.1819456e+01   4.0995054e+01   1.2134310e+02   2.3203550e+01   1.6127500e+01   2.3075000e+00   2.2556863e+00   4.5006858e+00   6.8120636e+00   8.9800487e+00   1.1305212e+01   1.3591854e+01   1.5605536e+01   1.7917553e+01   2.0103825e+01   2.2556863e+01   2.4733108e+01
   2.3768585e+01   4.1044888e+01   1.2136210e+02   2.3204000e+01   2.1853333e+01   2.3833333e+00   2.9615463e+00   5.9090618e+00   8.9437269e+00   1.1790128e+01   1.4842892e+01   1.7845081e+01   2.0488895e+01   2.3524399e+01   2.6394809e+01   2.9615463e+01   3.2472710e+01
   2.1905182e+01   4.5518865e+01   1.2134400e+02   2.3244400e+01   1.3623333e+01   2.8233333e+00   3.1918400e+00   6.3685580e+00   9.6392026e+00   1.2706944e+01   1.5997094e+01   1.9232738e+01   2.2082137e+01   2.5353686e+01   2.8447304e+01   3.1918400e+01   3.4997829e+01
   1.9156790e+01   3.8938583e+01   1.2131712e+02   2.3184980e+01   1.1686000e+01   2.6940000e+00   6.7267324e+00   1.3421596e+01   2.0314407e+01   2.6779604e+01   3.3713524e+01   4.0532571e+01   4.6537618e+01   5.3432335e+01   5.9952066e+01   6.7267324e+01   7.3757154e+01
   2.3843619e+01   3.9014626e+01   1.2136280e+02   2.3185667e+01   1.9003333e+01   2.8033333e+00   3.7170023e+00   7.4163946e+00   1.1225167e+01   1.4797653e+01   1.8629141e+01   2.2397154e+01   2.5715373e+01   2.9525199e+01   3.3127818e+01   3.7170023e+01   4.0756120e+01
   2.0546714e+01   3.8951872e+01   1.2133067e+02   2.3185100e+01   1.5660000e+01   2.3366667e+00   2.3138940e+00   4.6168255e+00   6.9878482e+00   9.2117780e+00   1.1596941e+01   1.3942590e+01   1.6008235e+01   1.8379914e+01   2.0622602e+01   2.3138940e+01   2.5371343e+01
   2.7529199e+01   3.5987698e+01   1.2139867e+02   2.3158333e+01   2.1523333e+01   3.0200000e+00   3.8091140e+00   7.6001816e+00   1.1503340e+01   1.5164356e+01   1.9090793e+01   2.2952182e+01   2.6352630e+01   3.0256868e+01   3.3948764e+01   3.8091140e+01   4.1766105e+01
   1.7740145e+01   4.2146769e+01   1.2130335e+02   2.3213950e+01   5.5750000e+00   2.6250000e+00   3.9617593e+00   7.9047490e+00   1.1964322e+01   1.5772048e+01   1.9855832e+01   2.3871960e+01   2.7408678e+01   3.1469373e+01   3.5309217e+01   3.9617593e+01   4.3439827e+01
   8.4810211e+00   1.3599837e+01   1.2121293e+02   2.2956167e+01   7.4433333e+00   4.0633333e+00   7.7355146e+00   1.5434381e+01   2.3360881e+01   3.0795638e+01   3.8769412e+01   4.6611085e+01   5.3516686e+01   6.1445377e+01   6.8942847e+01   7.7355146e+01   8.4818231e+01
   2.0140933e+01   4.2637355e+01   1.2132676e+02   2.3218380e+01   1.1822000e+01   2.2780000e+00   4.2151220e+00   8.4102742e+00   1.2729465e+01   1.6780703e+01   2.1125654e+01   2.5398622e+01   2.9161520e+01   3.3481905e+01   3.7567315e+01   4.2151220e+01   4.6217894e+01
   1.2841017e+01   1.0890446e+01   1.2125533e+02   2.2931700e+01   1.5740000e+01   3.2833333e+00   2.1318190e+00   4.2535381e+00   6.4379905e+00   8.4869244e+00   1.0684405e+01   1.2845480e+01   1.4748584e+01   1.6933640e+01   1.8999857e+01   2.1318190e+01   2.3374931e+01
   2.0978281e+01   3.7274141e+01   1.2133485e+02   2.3169950e+01   1.6607500e+01   2.3550000e+00   3.9417090e+00   7.8647433e+00   1.1903771e+01   1.5692226e+01   1.9755342e+01   2.3751145e+01   2.7269963e+01   3.1310107e+01   3.5130518e+01   3.9417090e+01   4.3219979e+01
   1.9407050e+01   3.4237068e+01   1.2131950e+02   2.3142525e+01   1.5537500e+01   2.1575000e+00   4.7020112e+00   9.3817457e+00   1.4199847e+01   1.8719044e+01   2.3565880e+01   2.8332419e+01   3.2529969e+01   3.7349402e+01   4.1906719e+01   4.7020112e+01   5.1556527e+01
   1.1410477e+01   1.3153193e+01   1.2124143e+02   2.2952133e+01   1.8063333e+01   2.1333333e+00   1.9129086e+00   3.8167545e+00   5.7768917e+00   7.6154264e+00   9.5872538e+00   1.1526414e+01   1.3234094e+01   1.5194773e+01   1.7048816e+01   1.9129086e+01   2.0974626e+01
   1.5597781e+01   2.3235036e+01   1.2128227e+02   2.3043175e+01   1.2582500e+01   2.4575000e+00   3.0852260e+00   6.1558351e+00   9.3172335e+00   1.2282506e+01   1.5462759e+01   1.8590325e+01   2.1344549e+01   2.4506821e+01   2.7497105e+01   3.0852260e+01   3.3828830e+01
   2.5872776e+01   4.3274074e+00   1.2138200e+02   2.2872433e+01   1.9843333e+01   2.9633333e+00   5.6465881e+00   1.1266424e+01   1.7052423e+01   2.2479472e+01   2.8299978e+01   3.4024058e+01   3.9064845e+01   4.4852443e+01   5.0325269e+01   5.6465881e+01   6.1913607e+01
